#chrom,st,end,accession,mRNA_size,gene_strand,Frag_count,FPM,FPKM
chrI,5438211,5438553,SPAC29B12.12.1,342,+,9,3.896279313,11.39262957
chrII,740132,741158,SPNCRNA.1383.1,1026,-,27,11.68883794,11.39262957
chrII,2736861,2738059,SPBC336.02.1,1140,+,30,12.98759771,11.39262957
chrIII,468322,469915,SPCC4G3.02.1,1292,-,34,14.7192774,11.39262957
chrIII,849832,852705,SPCC63.08c.1,2811,-,74,32.03607435,11.39668244
chrI,773999,776062,SPAC4G8.07c.1,1633,-,43,18.61555672,11.39960607
chrI,1426053,1429956,SPAC3A12.05c.1,3721,-,98,42.42615252,11.40181471
chrII,3367170,3369220,SPBC11C11.11c.1,1821,-,48,20.78015634,11.41139832
chrI,736721,738782,SPAC22G7.05.1,1934,+,51,22.07891611,11.4161924
chrI,2307437,2308878,SPAC13G7.06.1,1441,+,38,16.4509571,11.41634774
chrI,1675729,1678118,SPAC343.16.1,2389,+,63,27.27395519,11.4164735
chrI,796875,798833,SPAC16C9.04c.1,1820,-,48,20.78015634,11.41766832
chrI,1595142,1596024,SPAC23H4.07c.1,834,+,22,9.524238321,11.41995002
chrI,1975211,1976603,SPAC9G1.04.1,1251,+,33,14.28635748,11.41995002
chrIII,1976794,1978348,SPNCRNA.1250.1,1554,+,41,17.74971687,11.42195423
chrII,1142121,1143522,SPBC409.06.1,1250,+,33,14.28635748,11.42908598
chrI,1176702,1178897,SPAC22A12.11.1,2195,+,58,25.10935557,11.43934195
chrI,122186,124116,SPAC11D3.09.1,1930,+,51,22.07891611,11.43985291
chrIII,2265534,2267963,SPCC1840.05c.1,1930,-,51,22.07891611,11.43985291
chrII,4050359,4051532,SPBC215.11c.1,1173,-,31,13.42051763,11.4411915
chrII,4033492,4035573,SPNCRNA.1657.1,2081,+,55,23.8105958,11.44190091
chrI,2754842,2755977,SPNCRNA.850.1,1135,-,30,12.98759771,11.44281737
chrI,2043744,2045159,SPAC607.05.1,1361,+,36,15.58511725,11.45122502
chrI,146870,148041,SPNCRNA.612.1,1171,-,31,13.42051763,11.46073239
chrIII,2341403,2342687,SPCC1494.08c.1,1284,-,34,14.7192774,11.46361169
chrII,3978330,3982106,SPNCRNA.111.1,3776,-,100,43.29199237,11.46504035
chrII,1828455,1831060,SPBC9B6.09c.1,2605,-,69,29.87147473,11.46697686
chrII,336350,338426,SPBC1271.14.1,2076,-,55,23.8105958,11.46945848
chrI,2255676,2259196,SPAC4G9.04c.1,3472,-,92,39.82863298,11.47138047
chrI,4447722,4449571,SPAC9E9.07c.1,1849,-,49,21.21307626,11.47272918
chrII,2422567,2424529,SPBC21D10.11c.1,1962,+,52,22.51183603,11.47392254
chrI,1753773,1755715,SPAC17A5.02c.1,1773,-,47,20.34723641,11.47616267
chrI,565034,569485,SPAC2F7.16c.1,4451,-,118,51.08455099,11.47709526
chrI,2977509,2979357,SPNCRNA.868.1,1848,-,49,21.21307626,11.47893737
chrI,1016102,1019031,SPAC139.01c.1,2828,-,75,32.46899428,11.48125682
chrII,2905961,2907243,SPBP4H10.16c.1,1282,-,34,14.7192774,11.48149564
chrI,2094998,2095865,SPNCRNA.794.1,867,-,23,9.957158244,11.48461159
chrII,3714944,3717257,SPBC25D12.02c.1,2261,-,60,25.97519542,11.48836595
chrIII,2086696,2088354,SPCC576.04.1,1658,+,44,19.04847664,11.48882789
chrI,1861145,1861484,SPNCRNA.181.1,339,+,9,3.896279313,11.4934493
chrI,3560507,3562931,SPAC17A2.05.1,2109,+,56,24.24351573,11.49526587
chrIII,1878433,1882310,SPCC297.03.1,3877,+,103,44.59075214,11.50135469
chrII,1124432,1126087,SPBC1709.13c.1,1655,-,44,19.04847664,11.50965356
chrI,1055848,1057578,SPAC23C4.16c.1,1730,-,46,19.91431649,11.5111656
chrII,2408151,2410181,SPBC1921.03c.1,2030,-,54,23.37767588,11.51609649
chrII,2631002,2632280,SPNCRNA.1537.1,1278,+,34,14.7192774,11.51743146
chrI,5124553,5125643,SPAC29A4.12c.1,1090,+,29,12.55467779,11.51805302
chrII,2300660,2303704,SPNCRNA.1501.1,3044,+,81,35.06651382,11.5198797
chrII,3671315,3674622,SPBP8B7.19.1,3307,+,88,38.09695328,11.52009473
chrI,199873,200587,SPNCRNA.620.1,714,-,19,8.22547855,11.52027808
chrI,479227,482556,SPAC24H6.05.1,3229,-,86,37.23111344,11.53023024
chrIII,1794718,1796107,SPCC1442.16c.1,1389,-,37,16.01803718,11.5320642
chrI,1956500,1956988,SPNCRNA.784.1,488,+,13,5.627959008,11.53270288
chrII,570904,574320,SPBC354.10.1,3416,+,91,39.39571305,11.53270288
chrII,1126315,1127990,SPBC1709.14.1,1464,+,39,16.88387702,11.53270288
chrI,2528029,2528644,SPAC25H1.03.1,563,+,15,6.493798855,11.53427861
chrI,3246184,3247774,SPAC6G9.03c.1,1501,-,40,17.31679695,11.53684007
chrI,4599992,4600855,SPNCRNA.1003.1,863,+,23,9.957158244,11.53784269
chrIII,2286842,2289468,SPNCRNA.1280.1,2626,+,70,30.30439466,11.54013506
chrI,1036638,1038267,SPAC23C4.05c.1,1575,-,42,18.18263679,11.5445313
chrII,460830,464017,SPBC428.10.1,3187,+,85,36.79819351,11.54634249
chrI,4612098,4613297,SPAC1093.02.1,1199,+,32,13.85343756,11.55415976
chrI,4141280,4142329,SPAC26H5.10c.1,1049,-,28,12.12175786,11.55553657
chrIII,2309720,2310132,SPNCRNA.550.1,412,+,11,4.76211916,11.55854165
chrI,275088,276661,SPAC1F5.08c.1,1573,+,42,18.18263679,11.55920966
chrI,2362410,2362747,SPNCRNA.59.1,337,+,9,3.896279313,11.56165968
chrII,4322023,4322622,SPBC16C6.14.1,599,-,16,6.926718779,11.56380431
chrII,2979660,2980446,SPBC2D10.08c.1,786,-,21,9.091318397,11.56656285
chrII,4011147,4015280,SPBC3B9.15c.1,4076,-,109,47.18827168,11.57710296
chrII,1177875,1180530,SPBC1306.01c.1,2655,-,71,30.73731458,11.57714297
chrI,4346356,4350846,SPAC23D3.06c.1,4449,-,119,51.51747092,11.57956191
chrI,1206324,1210885,SPNCRNA.724.1,4561,+,122,52.81623069,11.57996726
chrI,281773,282745,SPAC1F5.05c.1,972,+,26,11.25591802,11.58016257
chrIII,119205,120139,SPNCRNA.1111.1,934,+,25,10.82299809,11.58779239
chrIII,798182,798929,SPCC1393.03.1,747,+,20,8.658398473,11.59089488
chrI,844947,846142,SPAC521.03.1,1195,+,32,13.85343756,11.59283478
chrI,934055,934503,SPNCRNA.160.1,448,+,12,5.195039084,11.59606938
chrI,4185377,4187542,SPAC25B8.15c.1,2165,-,58,25.10935557,11.59785477
chrI,792520,793937,SPAC16C9.02c.1,1269,-,34,14.7192774,11.59911537
chrI,1521618,1524855,SPAC57A7.10c.1,3134,+,84,36.36527359,11.60346956
chrII,1854672,1856882,SPBC3H7.15.1,2088,-,56,24.24351573,11.61087918
chrIII,279433,280999,SPCC553.12c.1,1566,+,42,18.18263679,11.61087918
chrII,494591,496423,SPBC902.06.1,1715,+,46,19.91431649,11.61184635
chrI,113949,115962,SPAC11D3.05.1,2013,+,54,23.37767588,11.61335116
chrI,3286486,3288578,SPAPB1E7.03.1,2013,+,54,23.37767588,11.61335116
chrIII,2352567,2354572,SPCC70.04c.1,1901,-,51,22.07891611,11.61436934
chrI,4395797,4400493,SPAC30.04c.1,4696,-,126,54.54791038,11.61582419
chrI,2461150,2462268,SPAC19A8.13.1,1118,-,30,12.98759771,11.61681369
chrI,3006137,3006845,SPAC31G5.11.1,708,+,19,8.22547855,11.61790756
chrII,2008118,2011955,SPBP23A10.07.1,3837,+,103,44.59075214,11.62125414
chrII,4191452,4194222,SPBC3F6.04c.1,2719,-,73,31.60315443,11.62307997
chrIII,1589426,1592889,SPCC13B11.01.1,3463,+,93,40.2615529,11.62620644
chrII,4140235,4142469,SPNCRNA.1675.1,2234,-,60,25.97519542,11.62721371
chrI,4154359,4154694,SPNCRNA.242.1,335,+,9,3.896279313,11.63068452
chrI,4093920,4095148,SPAC23A1.09.1,1228,+,33,14.28635748,11.6338416
chrI,3114507,3115380,SPAC688.03c.1,744,-,20,8.658398473,11.63763236
chrIII,2163163,2164505,SPCC1620.10.1,1302,+,35,15.15219733,11.63763236
chrII,1290497,1293435,SPBC3D6.12.1,2938,+,79,34.20067397,11.64080122
chrII,2877686,2881553,SPBP4H10.06c.1,3867,-,104,45.02367206,11.64304941
chrI,1099990,1101663,SPNCRNA.711.1,1673,+,45,19.48139657,11.6445885
chrIII,2102586,2103817,SPCC576.14.1,855,+,23,9.957158244,11.64579912
chrI,621053,622267,SPAC1F3.04c.1,1078,-,29,12.55467779,11.64626882
chrIII,419628,421247,SPCC306.07c.1,1338,-,36,15.58511725,11.6480697
chrII,1706940,1708944,SPBC2F12.14c.1,1672,+,45,19.48139657,11.65155297
chrI,3685632,3686831,SPAC15A10.05c.1,966,-,26,11.25591802,11.65208904
chrIII,549554,552266,SPCC962.03c.1,2712,-,73,31.60315443,11.65308054
chrI,4053603,4056672,SPAC19G12.07c.1,2673,-,72,31.1702345,11.66114273
chrII,3667949,3670139,SPBP8B7.18c.1,2190,-,59,25.5422755,11.6631395
chrI,1892504,1893846,SPAPB1A10.15.1,1002,+,27,11.68883794,11.66550693
chrII,606727,607395,SPNCRNA.319.1,668,+,18,7.792558626,11.66550693
chrII,2968262,2968967,SPBC2D10.03c.1,705,-,19,8.22547855,11.66734546
chrII,1879005,1884199,SPBC3H7.03c.1,5194,+,140,60.60878931,11.66900064
chrI,1718919,1721701,SPAC664.09.1,2782,+,75,32.46899428,11.67109787
chrIII,2314399,2317255,SPNCRNA.1286.1,2856,-,77,33.33483412,11.67186069
chrI,1533564,1534417,SPNCRNA.744.1,853,+,23,9.957158244,11.67310462
chrII,3580144,3583740,SPBC887.19.1,3596,+,97,41.9932326,11.67776212
chrII,3551266,3551891,SPBC887.07.1,519,+,14,6.060878931,11.67799409
chrIII,921390,921946,SPCC24B10.12.1,556,+,15,6.493798855,11.67949434
chrI,2512904,2514941,SPAC23H3.11c.1,2037,-,55,23.8105958,11.68905047
chrI,3185313,3186584,SPAC1486.01.1,1148,+,31,13.42051763,11.69034637
chrI,1772295,1772369,SPATRNAchrILE.01.1,74,+,2,0.8658398473,11.70053848
chrI,2348007,2348451,SPAC17G8.15.1,222,+,6,2.597519542,11.70053848
chrI,4753882,4754807,SPNCRNA.1022.1,925,-,25,10.82299809,11.70053848
chrII,730795,732952,SPBC119.08.1,1702,+,46,19.91431649,11.70053848
chrII,1597995,1598069,SPBTRNAASN.01.1,74,-,2,0.8658398473,11.70053848
chrII,2032159,2032233,SPBTRNAASN.02.1,74,+,2,0.8658398473,11.70053848
chrII,4210052,4210126,SPBTRNAASN.04.1,74,-,2,0.8658398473,11.70053848
chrIII,627061,628007,SPCC31H12.04c.1,851,-,23,9.957158244,11.70053848
chrIII,988394,989709,SPCC1795.05c.1,962,+,26,11.25591802,11.70053848
chrII,3567592,3570555,SPBC887.14c.1,2922,-,79,34.20067397,11.70454277
chrIII,1763150,1765309,SPCC1450.16c.1,2108,-,57,24.67643565,11.70608902
chrI,1866752,1868268,SPAPB1A10.05.1,1516,+,41,17.74971687,11.70825651
chrI,1557901,1559475,SPAC167.09.1,1479,+,40,17.31679695,11.70844959
chrI,5221802,5226054,SPAC14C4.01c.1,4252,-,115,49.78579122,11.7087938
chrIII,2103937,2106412,SPCC576.15c.1,2366,-,64,27.70687511,11.71042904
chrI,5328399,5329064,SPNCRNA.525.1,665,+,18,7.792558626,11.71813327
chrIII,470072,472362,SPCC364.07.1,2290,-,62,26.84103527,11.7209761
chrI,208838,211275,SPAC24B11.07c.1,2437,-,66,28.57271496,11.72454451
chrI,4243420,4244823,SPAC1F7.10.1,1403,+,38,16.4509571,11.72555745
chrI,180902,182254,SPAC13G6.05c.1,996,-,27,11.68883794,11.73578106
chrII,3060446,3061331,SPNCRNA.1578.1,885,-,24,10.39007817,11.74020132
chrII,3926956,3928099,SPBC1604.03c.1,1143,+,31,13.42051763,11.74148524
chrI,3356143,3361083,SPAC26A3.12c.1,4940,-,134,58.01126977,11.74317202
chrII,2401677,2403432,SPBP18G5.02.1,1622,+,44,19.04847664,11.74382037
chrII,184590,186786,SPBC1198.07c.1,2138,-,58,25.10935557,11.74431973
chrII,667124,668819,SPBC947.05c.1,1695,+,46,19.91431649,11.74885929
chrII,932653,934311,SPBC646.06c.1,1658,-,45,19.48139657,11.74993761
chrI,843101,844243,SPNCRNA.692.1,1142,-,31,13.42051763,11.75176675
chrI,3023050,3028158,SPAC31G5.19.1,5046,+,137,59.31002954,11.7538703
chrII,4094157,4096292,SPBC56F2.09c.1,2135,+,58,25.10935557,11.76082228
chrI,2821300,2823619,SPAC3F10.03.1,2319,+,63,27.27395519,11.7610846
chrI,5085485,5087031,SPAC1006.07.1,1546,+,42,18.18263679,11.7610846
chrI,1162202,1162901,SPAC22A12.04c.1,699,-,19,8.22547855,11.76749435
chrII,527042,528366,SPNCRNA.133.1,1324,+,36,15.58511725,11.7712366
chrI,2726057,2726682,SPNCRNA.204.1,625,+,17,7.359638702,11.77542192
chrI,4698772,4699544,SPAC1834.03c.1,772,-,21,9.091318397,11.77631917
chrI,4059979,4061192,SPAC19G12.09.1,1213,+,33,14.28635748,11.77770608
chrI,299463,299610,SPNCRNA.27.1,147,+,4,1.731679695,11.78013398
chrII,2322704,2322851,SPRRNA.35.1,147,+,4,1.731679695,11.78013398
chrII,1245919,1247116,SPBC651.05c.1,1139,-,31,13.42051763,11.78271961
chrI,4913970,4915513,SPAPB8E5.04c.1,1543,-,42,18.18263679,11.78395126
chrI,1119879,1123773,SPAC30D11.01c.1,3894,+,106,45.88951191,11.78467178
chrI,2639592,2642347,SPAC4F8.15.1,2755,-,75,32.46899428,11.78547887
chrI,283286,289200,SPAC1F5.04c.1,5914,+,161,69.70010771,11.78561172
chrI,2849633,2851799,SPAC3F10.16c.1,2057,-,56,24.24351573,11.78586083
chrI,1838821,1840290,SPNCRNA.764.1,1469,-,40,17.31679695,11.78815313
chrIII,1988323,1991055,SPCC18.18c.1,2203,-,60,25.97519542,11.79082861
chrII,2571076,2573477,SPBC29A10.15.1,2349,+,64,27.70687511,11.79517885
chrII,3825177,3826328,SPBC21C3.17c.1,1101,-,30,12.98759771,11.79618321
chrI,4860181,4861502,SPNCRNA.1030.1,1321,+,36,15.58511725,11.79796915
chrI,2566865,2572625,SPAC4A8.11c.1,5760,-,157,67.96842802,11.80007431
chrI,762719,764810,SPNCRNA.679.1,2091,+,57,24.67643565,11.80126047
chrII,1219359,1221590,SPBC725.08.1,2054,+,56,24.24351573,11.80307484
chrI,2773785,2774994,SPAC1805.02c.1,1137,-,31,13.42051763,11.80344559
chrI,4276924,4278035,SPAC2C4.10c.1,990,-,27,11.68883794,11.80690701
chrII,3122649,3123969,SPBC4C3.07.1,1320,-,36,15.58511725,11.80690701
chrIII,2127412,2129904,SPCC126.07c.1,2492,-,68,29.43855481,11.81322424
chrII,3622579,3628658,SPBC317.01.1,6079,+,166,71.86470733,11.82179755
chrI,4142848,4147291,SPAC26H5.11.1,4393,+,120,51.95039084,11.82572066
chrII,3034426,3035817,SPNCRNA.1577.1,1391,-,38,16.4509571,11.82671251
chrII,1378385,1380215,SPBC8D2.11.1,1830,+,50,21.64599618,11.82841322
chrII,2661795,2661978,SPBC3E7.17.1,183,+,5,2.164599618,11.82841322
chrIII,1548348,1548897,SPNCRNA.131.1,549,+,15,6.493798855,11.82841322
chrII,1996005,1999152,SPBC1A4.10c.1,3147,-,86,37.23111344,11.83066839
chrII,3934518,3935571,SPBC1677.02.1,988,+,27,11.68883794,11.83080763
chrII,4256054,4259457,SPBC1652.02.1,3403,+,93,40.2615529,11.83119392
chrI,1673684,1680143,SPAC343.17c.1,6403,-,175,75.76098664,11.83210786
chrI,4185112,4187416,SPAC25B8.14.1,2304,+,63,27.27395519,11.83765416
chrII,172377,174315,SPBC1198.01.1,1938,+,53,22.94475595,11.83939936
chrI,1619482,1620433,SPAP27G11.06c.1,841,-,23,9.957158244,11.83966498
chrII,2726356,2727959,SPBC4F6.18c.1,1535,-,42,18.18263679,11.84536599
chrI,4078388,4081129,SPAC19G12.16c.1,2741,-,75,32.46899428,11.84567467
chrI,1376586,1377072,SPAC57A10.06.1,402,+,11,4.76211916,11.84606756
chrII,4203367,4205852,SPBC342.02.1,2485,+,68,29.43855481,11.84650093
chrII,2683835,2684834,SPBC3E7.13c.1,950,-,26,11.25591802,11.84833475
chrI,4803031,4804584,SPAC22F8.09.1,1498,+,41,17.74971687,11.84894317
chrIII,2247360,2248273,SPCC1840.01c.1,913,-,25,10.82299809,11.85432431
chrII,4033336,4035308,SPNCRNA.436.1,1972,+,54,23.37767588,11.85480521
chrI,235279,237141,SPNCRNA.625.1,1862,+,51,22.07891611,11.85763486
chrI,1421148,1421221,SPATRNACYS.01.1,73,+,2,0.8658398473,11.86081983
chrI,3559753,3559826,SPATRNATRP.01.1,73,-,2,0.8658398473,11.86081983
chrI,5172195,5172341,SPNCRNA.90.1,146,+,4,1.731679695,11.86081983
chrII,717075,717148,SPBTRNATRP.02.1,73,+,2,0.8658398473,11.86081983
chrII,990226,991832,SPBP35G2.13c.1,1606,-,44,19.04847664,11.86081983
chrM,9919,9992,SPMchrITTRNATHR.01.1,73,+,2,0.8658398473,11.86081983
chrII,3667802,3670174,SPNCRNA.1629.1,2372,+,65,28.13979504,11.86332
chrIII,1431134,1433068,SPNCRNA.1196.1,1934,+,53,22.94475595,11.86388622
chrI,4061376,4064952,SPAC19G12.10c.1,3576,-,98,42.42615252,11.86413661
chrIII,668411,671378,SPCC16C4.06c.1,2809,-,77,33.33483412,11.86715348
chrI,4010591,4011430,SPAC27E2.04c.1,839,-,23,9.957158244,11.86788825
chrIII,2097288,2098893,SPCC576.10c.1,1605,-,44,19.04847664,11.86820975
chrI,120320,123785,SPAC11D3.08c.1,3465,-,95,41.12739275,11.86937742
chrI,3145866,3146559,SPAC3G9.15c.1,693,+,19,8.22547855,11.86937742
chrII,3957093,3958479,SPBC26H8.06.1,1386,+,38,16.4509571,11.86937742
chrII,1446021,1447735,SPBP22H7.07.1,1714,+,47,20.34723641,11.87119977
chrII,3491818,3496777,SPBPB7E8.01.1,4959,+,136,58.87710962,11.87277871
chrI,2287134,2288483,SPAC4G9.19.1,1349,+,37,16.01803718,11.87400828
chrIII,1444533,1445882,SPCC61.03.1,1349,+,37,16.01803718,11.87400828
chrII,958668,960467,SPBC646.17c.1,1713,-,47,20.34723641,11.87812984
chrIII,2155260,2157552,SPCC1620.07c.1,2150,-,59,25.5422755,11.88012814
chrI,1731082,1733268,SPAC664.14.1,2186,+,60,25.97519542,11.88252307
chrI,2068564,2071624,SPAC3C7.04.1,3060,+,84,36.36527359,11.88407634
chrII,3326657,3329592,SPBC17D1.01.1,2768,+,76,32.9019142,11.8865297
chrI,1875571,1877864,SPAPB1A10.08.1,2221,+,61,26.40811534,11.89019151
chrII,4052562,4055979,SPBC215.12.1,3276,+,90,38.96279313,11.8934045
chrIII,1827451,1831715,SPCC285.16c.1,4149,-,114,49.3528713,11.89512444
chrIII,783022,784077,SPCC1020.04c.1,837,+,23,9.957158244,11.89624641
chrIII,573502,574812,SPNCRNA.1144.1,1310,+,36,15.58511725,11.89703607
chrI,1027810,1029993,SPAC139.05.1,2183,+,60,25.97519542,11.89885269
chrII,442343,443980,SPBC428.02c.1,1637,-,45,19.48139657,11.90066986
chrII,2284320,2286432,SPBC16H5.08c.1,2000,+,55,23.8105958,11.9052979
chrI,598130,599439,SPNCRNA.665.1,1309,-,36,15.58511725,11.90612472
chrIII,234464,236718,SPNCRNA.1121.1,2254,+,62,26.84103527,11.90817891
chrIII,1438133,1439921,SPCC622.19.1,1745,+,48,20.78015634,11.90839905
chrI,3281385,3282730,SPAPB1E7.01c.1,1345,-,37,16.01803718,11.90932132
chrIII,606261,611786,SPCC1183.07.1,5525,+,152,65.8038284,11.91019519
chrIII,748676,751643,SPCC14G10.04.1,2508,+,69,29.87147473,11.91047637
chrI,870739,872773,SPAC23G3.03.1,1962,+,54,23.37767588,11.91522726
chrI,1704814,1707384,SPAC664.02c.1,2289,-,63,27.27395519,11.91522726
chrI,3677957,3680028,SPAC15A10.02.1,2071,+,57,24.67643565,11.91522726
chrII,1112734,1113159,SPBC1709.20.1,327,+,9,3.896279313,11.91522726
chrI,214092,216962,SPAC24B11.09.1,2870,+,79,34.20067397,11.91661114
chrIII,352250,357773,SPCC594.01.1,5049,+,139,60.17586939,11.91837381
chrIII,1818946,1821452,SPCC285.13c.1,2506,-,69,29.87147473,11.91998194
chrIII,1662551,1665163,SPCC1902.02.1,2433,-,67,29.00563489,11.92175704
chrII,211510,212091,SPBC660.09.1,581,+,16,6.926718779,11.9220633
chrI,3019325,3020379,SPAC31G5.17c.1,835,-,23,9.957158244,11.92474041
chrII,1819755,1821476,SPBC9B6.04c.1,1670,-,46,19.91431649,11.92474041
chrI,5097849,5098212,SPAC1250.07.1,363,-,10,4.329199237,11.9261687
chrI,276722,278573,SPAC1F5.07c.1,1851,+,51,22.07891611,11.92810162
chrIII,1732729,1733847,SPCC1450.04.1,871,+,24,10.39007817,11.9289072
chrIII,952435,954068,SPCPB16A4.05c.1,1633,-,45,19.48139657,11.92982031
chrII,4223951,4225758,SPBC16G5.07c.1,1669,-,46,19.91431649,11.93188525
chrI,1234450,1234849,SPNCRNA.82.1,399,+,11,4.76211916,11.93513574
chrI,3039687,3040577,SPAC24C9.02c.1,798,-,22,9.524238321,11.93513574
chrI,3162318,3162854,SPAC3G9.17.1,399,-,11,4.76211916,11.93513574
chrII,889556,891152,SPBC713.13.1,1596,-,44,19.04847664,11.93513574
chrII,1241430,1243207,SPBC651.03c.1,1777,-,49,21.21307626,11.93757809
chrII,4334042,4335275,SPBC16C6.04.1,1233,+,34,14.7192774,11.93777567
chrII,2554008,2555531,SPBC29A10.08.1,1523,+,42,18.18263679,11.93869783
chrIII,2263903,2267305,SPCC1840.04.1,3190,+,88,38.09695328,11.94261858
chrI,5103585,5104491,SPNCRNA.1046.1,906,+,25,10.82299809,11.94591401
chrII,1350858,1354300,SPBC27B12.12c.1,3442,-,95,41.12739275,11.94869051
chrII,1274838,1277098,SPBC3D6.04c.1,2210,-,61,26.40811534,11.94937346
chrI,2327766,2330289,SPAC6C3.04.1,1739,+,48,20.78015634,11.9494861
chrIII,763666,765622,SPNCRNA.1157.1,1956,+,54,23.37767588,11.95177703
chrI,3496387,3497435,SPAC328.10c.1,760,-,21,9.091318397,11.96226105
chrIII,2286793,2289391,SPCC965.04c.1,2497,-,69,29.87147473,11.96294543
chrI,3176426,3177452,SPAC3G9.04.1,977,-,27,11.68883794,11.96401017
chrII,873264,876158,SPBC713.04c.1,2894,-,80,34.63359389,11.96737868
chrIII,2000676,2003895,SPNCRNA.1252.1,3219,-,89,38.52987321,11.96951637
chrII,3976619,3978355,SPBC26H8.12.1,1736,+,48,20.78015634,11.97013614
chrIII,1601265,1604737,SPCC777.03c.1,3472,-,96,41.56031267,11.97013614
chrII,2571144,2573169,SPNCRNA.1529.1,2025,-,56,24.24351573,11.97210653
chrI,1589742,1593248,SPAC23H4.10c.1,3506,+,97,41.9932326,11.97753354
chrII,2528769,2529528,SPNCRNA.400.1,759,+,21,9.091318397,11.9780216
chrIII,52597,54368,SPCC757.05c.1,1771,-,49,21.21307626,11.9780216
chrI,4415473,4417151,SPAC29E6.08.1,1301,+,36,15.58511725,11.97933686
chrI,5267174,5269088,SPNCRNA.1064.1,1914,+,53,22.94475595,11.98785578
chrII,896714,897364,SPNCRNA.1396.1,650,+,18,7.792558626,11.98855173
chrI,2712703,2718444,SPAPB2B4.04c.1,5741,-,159,68.83426786,11.98994389
chrII,2018919,2021589,SPBP23A10.11c.1,2670,-,74,32.03607435,11.99852972
chrII,3526855,3528695,SPNCRNA.1610.1,1840,-,51,22.07891611,11.99941093
chrII,2688415,2690687,SPBC3E7.16c.1,2272,-,63,27.27395519,12.00438169
chrI,947875,948800,SPAC222.03c.1,577,-,16,6.926718779,12.00471192
chrI,967582,968302,SPAC222.17.1,649,-,18,7.792558626,12.00702408
chrII,2465984,2468003,SPNCRNA.1518.1,2019,-,56,24.24351573,12.00768486
chrII,824062,825870,SPBC530.13.1,1442,+,40,17.31679695,12.00887444
chrIII,668531,669367,SPCC16C4.05.1,721,+,20,8.658398473,12.00887444
chrIII,1451700,1454632,SPCC11E10.01.1,2920,+,81,35.06651382,12.00908007
chrII,4220586,4222612,SPBC16G5.05c.1,1621,-,45,19.48139657,12.01813483
chrI,5367359,5369378,SPAC4D7.09.1,1657,+,46,19.91431649,12.01829601
chrI,1163744,1165581,SPAC22A12.06c.1,1837,-,51,22.07891611,12.01900714
chrII,1288187,1290276,SPBC3D6.11c.1,2089,-,58,25.10935557,12.01979683
chrI,445999,446071,SPATRNAVAL.01.1,72,+,2,0.8658398473,12.02555344
chrI,1195591,1195663,SPATRNAALA.02.1,72,-,2,0.8658398473,12.02555344
chrI,2844673,2844745,SPATRNATHR.03.1,72,-,2,0.8658398473,12.02555344
chrI,3157429,3157501,SPATRNAALA.03.1,72,+,2,0.8658398473,12.02555344
chrI,3316465,3316609,SPSNORNA.43.1,144,-,4,1.731679695,12.02555344
chrI,3776767,3776839,SPATRNAGLU.04.1,72,+,2,0.8658398473,12.02555344
chrII,257453,257525,SPBTRNAGLN.01.1,72,+,2,0.8658398473,12.02555344
chrII,355919,355991,SPBTRNAGLN.04.1,72,+,2,0.8658398473,12.02555344
chrII,1224479,1226219,SPBC725.10.1,936,+,26,11.25591802,12.02555344
chrII,1296914,1297260,SPBC3D6.16.1,288,+,8,3.463359389,12.02555344
chrII,2895854,2896587,SPBP4H10.12.1,540,+,15,6.493798855,12.02555344
chrIII,140966,141038,SPCTRNAGLU.09.1,72,+,2,0.8658398473,12.02555344
chrIII,1105839,1105911,SPCTRNATHR.09.1,72,+,2,0.8658398473,12.02555344
chrIII,1410744,1412364,SPNCRNA.1194.1,1620,+,45,19.48139657,12.02555344
chrIII,1689816,1689888,SPCTRNAMET.07.1,72,+,2,0.8658398473,12.02555344
chrIII,2010260,2010800,SPNCRNA.585.1,540,-,15,6.493798855,12.02555344
chrIII,2074990,2075062,SPCTRNAGLN.06.1,72,-,2,0.8658398473,12.02555344
chrI,1329090,1333409,SPAC6F12.10c.1,4319,-,120,51.95039084,12.02833777
chrI,5326385,5328455,SPAP8A3.07c.1,1799,-,50,21.64599618,12.03223801
chrII,2489018,2491122,SPBC557.03c.1,1799,-,50,21.64599618,12.03223801
chrI,634897,639430,SPAC1F3.10c.1,4533,-,126,54.54791038,12.03351211
chrII,1171306,1174224,SPBC409.19c.1,2842,-,79,34.20067397,12.03401618
chrIII,1482989,1485267,SPCC188.06c.1,1798,-,50,21.64599618,12.03893002
chrIII,2072625,2074890,SPCPB1C11.02.1,2265,+,63,27.27395519,12.04148132
chrI,1860724,1863132,SPAPB1A10.02.1,2408,+,67,29.00563489,12.04552944
chrIII,1602953,1604750,SPCC777.04.1,1797,+,50,21.64599618,12.04562948
chrII,2581918,2583104,SPBC2G5.03.1,1186,+,33,14.28635748,12.04583261
chrII,1868935,1870314,SPBC3H7.08c.1,1150,+,32,13.85343756,12.04646744
chrIII,1431047,1435036,SPCC622.16c.1,3989,-,111,48.05411153,12.04665619
chrI,456930,460811,SPAC24H6.13.1,3881,-,108,46.75535176,12.04724343
chrI,2637652,2639631,SPAC7D4.02c.1,1653,+,46,19.91431649,12.0473784
chrI,1688750,1690187,SPAC824.03c.1,1437,-,40,17.31679695,12.05065897
chrII,1495923,1497640,SPBC11B10.07c.1,1437,-,40,17.31679695,12.05065897
