#chrom,st,end,accession,mRNA_size,gene_strand,Frag_count,FPM,FPKM
chrII,344846,346528,SPBC1271.11.1,1384,-,76,18.71194366,13.52019051
chrI,1301296,1305977,SPAC1565.07c.1,4643,-,255,62.78349518,13.52218289
chrIII,68087,69479,SPCC757.10.1,1329,+,73,17.97331431,13.52393853
chrII,2221626,2223792,SPBC14C8.11c.1,2166,-,119,29.29896442,13.52676104
chrII,1579041,1580296,SPBC28F2.06c.1,1255,-,69,16.98847517,13.5366336
chrI,848370,849443,SPNCRNA.693.1,1073,+,59,14.52637732,13.53809629
chrIII,1796040,1797445,SPCC1442.17c.1,1182,-,65,16.00363603,13.53945518
chrIII,2414915,2417388,SPCC569.07.1,2473,-,136,33.48453076,13.54004479
chrI,201728,203346,SPAC13G6.15c.1,1618,-,89,21.91267087,13.54305987
chrI,3671925,3673470,SPAC8C9.16c.1,1545,-,85,20.92783173,13.54552215
chrI,2241012,2241357,SPAC18G6.13.1,345,+,19,4.677985915,13.55937946
chrI,836205,838256,SPAC2G11.13.1,2051,+,113,27.82170571,13.56494671
chrII,814377,819357,SPBC530.11c.1,4789,-,264,64.99938324,13.57264215
chrII,4334042,4335275,SPBC16C6.04.1,1233,+,68,16.74226538,13.57847963
chrII,3597570,3604899,SPBC16D10.05.1,7289,+,402,98.97633358,13.57886316
chrII,3166405,3167382,SPNCRNA.1585.1,977,-,54,13.29532839,13.60831975
chrII,1514005,1516211,SPBC83.03c.1,2206,-,122,30.03759377,13.61631631
chrI,1028238,1030659,SPNCRNA.706.1,2421,-,134,32.99211119,13.62747261
chrI,3278836,3280232,SPAC6G9.16c.1,1156,-,64,15.75742624,13.63099156
chrII,3432103,3433533,SPBC4B4.10c.1,1227,-,68,16.74226538,13.64487806
chrII,1282753,1284325,SPBC3D6.07.1,1371,+,76,18.71194366,13.64839071
chrIII,47512,48882,SPNCRNA.1100.1,1370,+,76,18.71194366,13.65835304
chrI,4782046,4782273,SPAC11H11.05c.1,180,-,10,2.46209785,13.67832139
chrIII,1955419,1955959,SPNCRNA.1247.1,540,-,30,7.386293551,13.67832139
chrI,2287134,2288483,SPAC4G9.19.1,1349,+,75,18.46573388,13.68846099
chrIII,1500058,1502197,SPCC188.14.1,2139,-,119,29.29896442,13.69750557
chrII,2202999,2204221,SPBC14C8.01c.1,1222,-,68,16.74226538,13.70070817
chrI,4241811,4243446,SPAC1F7.09c.1,1635,-,91,22.40509044,13.70341923
chrI,2066441,2067904,SPAC3C7.03c.1,1419,-,79,19.45057302,13.70723962
chrII,2888191,2892009,SPNCRNA.1560.1,3818,-,213,52.44268421,13.7356428
chrIII,1299510,1302574,SPCC1322.07c.1,3064,-,171,42.10187324,13.74082025
chrII,1010347,1013231,SPBC146.06c.1,2884,-,161,39.63977539,13.74472101
chrI,2614748,2617595,SPAC7D4.12c.1,2847,+,159,39.14735582,13.75038842
chrIII,47324,48577,SPCC757.03c.1,1253,-,70,17.23468495,13.75473659
chrI,2120429,2122465,SPAC20H4.06c.1,2036,-,114,28.06791549,13.78581311
chrII,3472318,3474169,SPBC1718.02.1,1587,+,89,21.91267087,13.80760609
chrI,3093707,3094885,SPAC16A10.08c.1,1123,-,63,15.51121646,13.81230317
chrI,1557901,1559475,SPAC167.09.1,1479,+,83,20.43541216,13.81704676
chrI,3590439,3595067,SPAC17G6.03.1,4628,+,260,64.0145441,13.83201039
chrII,2605103,2605868,SPNCRNA.1535.1,765,+,43,10.58702076,13.83924282
chrIII,854404,856452,SPCC63.10c.1,1991,-,112,27.57549592,13.85007329
chrII,1781944,1783260,SPBC18H10.06c.1,1208,-,68,16.74226538,13.85949121
chrII,1737873,1739062,SPNCRNA.1458.1,1189,-,67,16.4960556,13.87389032
chrII,177468,180735,SPBC1198.04c.1,2908,-,164,40.37840474,13.88528361
chrI,3074266,3075988,SPAC24C9.15c.1,1595,-,90,22.15888065,13.89271514
chrI,1218320,1218887,SPAC10F6.07c.1,567,-,32,7.878713121,13.8954376
chrI,5221802,5226054,SPAC14C4.01c.1,4252,-,240,59.0903484,13.89707159
chrI,3915559,3917711,SPAC323.06c.1,1789,-,101,24.86718829,13.90004935
chrI,5354800,5357385,SPAC4D7.03.1,2585,+,146,35.94662861,13.90585246
chrI,836306,837262,SPNCRNA.691.1,956,-,54,13.29532839,13.90724727
chrI,5061721,5063721,SPAC2E12.03c.1,2000,-,113,27.82170571,13.91085285
chrI,814217,815490,SPAC2G11.04.1,1273,+,72,17.72710452,13.92545524
chrIII,1435079,1436649,SPCC622.17.1,1166,+,66,16.24984581,13.93640293
chrI,2855629,2859170,SPAC8F11.03.1,3506,+,199,48.99574722,13.97482807
chrII,982041,983573,SPNCRNA.1401.1,1532,-,87,21.4202513,13.98188727
chrII,2090556,2090943,SPBC18E5.09c.1,387,-,22,5.41661527,13.99642189
chrIII,2365735,2367556,SPCC70.07c.1,1617,-,92,22.65130022,14.00822525
chrI,5456673,5459789,SPAC1039.05c.1,2811,-,160,39.3935656,14.01407528
chrI,4104689,4105778,SPAC23A1.16c.1,1089,-,62,15.26500667,14.01745333
chrI,826312,828123,SPAC2G11.10c.1,1543,-,88,21.66646108,14.04177646
chrII,354030,355573,SPNCRNA.1343.1,1543,+,88,21.66646108,14.04177646
chrII,3166118,3168485,SPBC609.04.1,2367,+,135,33.23832098,14.04238318
chrI,4321519,4323254,SPAC27F1.04c.1,1735,-,99,24.37476872,14.04885805
chrII,2921149,2923544,SPBC1703.04.1,2155,+,123,30.28380356,14.05280908
chrIII,1673313,1673856,SPCC417.04.1,543,+,31,7.632503336,14.05617557
chrIII,475782,479092,SPCC364.05.1,3100,-,177,43.57913195,14.0577845
chrII,321633,322998,SPBC1773.17c.1,1365,-,78,19.20436323,14.06913057
chrI,4863738,4869888,SPAC4F10.16c.1,6104,-,349,85.92721497,14.07719773
chrIII,1061502,1064195,SPCC1259.14c.1,2693,-,154,37.91630689,14.07957924
chrIII,1768959,1771181,SPCC1442.02.1,2165,+,124,30.53001334,14.10162279
chrIII,1163989,1165874,SPCC4B3.06c.1,1885,+,108,26.59065678,14.10644922
chrIII,1164365,1166231,SPNCRNA.1176.1,1866,-,107,26.344447,14.1181388
chrIII,1002761,1008167,SPCC895.05.1,5406,+,310,76.32503336,14.11857813
chrI,3167893,3169409,SPAC3G9.08.1,1516,-,87,21.4202513,14.12945336
chrI,1340219,1342448,SPAC6F12.14.1,1899,+,109,26.83686657,14.13210456
chrI,2116486,2120279,SPAC20H4.04.1,3745,+,215,52.93510378,14.13487417
chrIII,1504948,1510574,SPCC188.13c.1,5626,-,323,79.52576056,14.13540003
chrIII,2188082,2192048,SPCC830.05c.1,3445,-,198,48.74953743,14.15080912
chrII,3552679,3555688,SPBC887.09c.1,3009,-,173,42.59429281,14.15563071
chrII,3496925,3498873,SPNCRNA.1607.1,1948,-,112,27.57549592,14.15579873
chrII,1235504,1236505,SPBC725.17c.1,887,-,51,12.55669904,14.1563687
chrI,4999992,5002396,SPAC1952.17c.1,2311,-,133,32.74590141,14.16958088
chrI,1902261,1904259,SPNCRNA.772.1,1998,-,115,28.31412528,14.17123387
chrIII,1547050,1549069,SPCC1753.03c.1,1857,-,107,26.344447,14.18656273
chrI,1875571,1877864,SPAPB1A10.08.1,2221,+,128,31.51485248,14.18948784
chrII,831084,832524,SPNCRNA.1387.1,1440,+,83,20.43541216,14.19125844
chrI,5565880,5567337,SPAC750.05c.1,1457,-,84,20.68162194,14.19466159
chrI,5487524,5488928,SPNCRNA.1090.1,1404,+,81,19.94299259,14.20441067
chrII,1713001,1714577,SPNCRNA.1456.1,1576,-,91,22.40509044,14.21642794
chrI,3190455,3191217,SPNCRNA.14.1,762,+,44,10.83323054,14.21683798
chrI,2096161,2098083,SPAC25A8.03c.1,1922,-,111,27.32928614,14.21919154
chrI,601847,603993,SPAC3H8.08c.1,2146,-,124,30.53001334,14.22647406
chrI,4292898,4294213,SPNCRNA.975.1,1315,-,76,18.71194366,14.22961495
chrIII,2139882,2141364,SPCC126.13c.1,1315,-,76,18.71194366,14.22961495
chrI,4365546,4366456,SPAC23D3.16.1,692,+,40,9.848391401,14.23177948
chrI,2746666,2748180,SPAC6F6.08c.1,1176,-,68,16.74226538,14.23662022
chrIII,514110,514905,SPNCRNA.1142.1,795,+,46,11.32565011,14.24610077
chrII,2648576,2651029,SPBC6B1.09c.1,2125,-,123,30.28380356,14.25120167
chrII,1245919,1247116,SPBC651.05c.1,1139,-,66,16.24984581,14.26676542
chrI,1277119,1279149,SPAPB17E12.07c.1,1983,-,115,28.31412528,14.27842929
chrII,1032323,1032771,SPNCRNA.42.1,448,+,26,6.40145441,14.28896074
chrII,1525576,1527155,SPBC83.09c.1,1533,-,89,21.91267087,14.29397969
chrI,3455830,3456760,SPNCRNA.910.1,930,+,54,13.29532839,14.29605203
chrIII,1211915,1213659,SPCC550.12.1,1601,+,93,22.89751001,14.302005
chrI,3680359,3683268,SPAC15A10.03c.1,2909,-,169,41.60945367,14.30369669
chrI,3236178,3237503,SPAC6G10.10c.1,1325,-,77,18.95815345,14.30804034
chrIII,392021,394274,SPCC1682.11c.1,2116,-,123,30.28380356,14.31181643
chrIII,2152043,2152662,SPNCRNA.1266.1,619,-,36,8.863552261,14.31914743
chrII,1740047,1742504,SPBC1D7.05.1,2457,-,143,35.20799926,14.32967003
chrII,2958978,2961056,SPNCRNA.1567.1,2078,+,121,29.79138399,14.33656592
chrIII,1059798,1064443,SPCC1259.13.1,4327,+,252,62.04486582,14.33900296
chrIII,2429986,2431575,SPCC569.03.1,1526,-,89,21.91267087,14.35954841
chrI,5222446,5224795,SPAC19D5.07.1,2349,+,137,33.73074055,14.35961709
chrI,2950007,2952250,SPAPB24D3.02c.1,2243,-,131,32.25348184,14.3796174
chrI,4533325,4534385,SPAC27D7.12c.1,1060,-,62,15.26500667,14.40094969
chrI,5002399,5004518,SPAC890.02c.1,2119,-,124,30.53001334,14.4077458
chrIII,221148,222701,SPCC548.03c.1,1142,-,67,16.4960556,14.44488231
chrIII,1584117,1587560,SPCC162.02c.1,3443,+,202,49.73437657,14.44507016
chrII,376252,377036,SPBC106.02c.1,784,-,46,11.32565011,14.44598228
chrI,5485095,5486287,SPAC922.06.1,1192,+,70,17.23468495,14.45862831
chrI,5370227,5372083,SPNCRNA.1078.1,1856,+,109,26.83686657,14.45951862
chrII,275117,275866,SPNCRNA.1334.1,749,-,44,10.83323054,14.46359218
chrI,3239375,3241996,SPNCRNA.897.1,2621,+,154,37.91630689,14.46635135
chrIII,1877675,1878730,SPNCRNA.1239.1,1055,-,62,15.26500667,14.46920064
chrI,1276505,1279000,SPAPB17E12.06.1,2211,+,130,32.00727205,14.47637813
chrI,4119430,4121874,SPAC26H5.03.1,2243,+,132,32.49969162,14.48938548
chrIII,2211001,2212513,SPCC1919.04.1,1512,+,89,21.91267087,14.49250719
chrI,5167037,5170528,SPAC26F1.08c.1,3448,+,203,49.98058636,14.49552969
chrII,275387,277238,SPBC800.11.1,1851,+,109,26.83686657,14.49857729
chrII,3453745,3454535,SPBC2G2.10c.1,747,-,44,10.83323054,14.50231665
chrIII,2388206,2389852,SPNCRNA.1294.1,1646,+,97,23.88234915,14.50932512
chrII,2799684,2801917,SPBC32F12.09.1,2233,+,132,32.49969162,14.55427301
chrIII,1624611,1626267,SPCC777.15.1,1656,+,98,24.12855893,14.57038583
chrIII,1312559,1316005,SPCC1322.12c.1,3446,-,204,50.22679614,14.57539064
chrII,2647668,2648597,SPBC6B1.12c.1,861,-,51,12.55669904,14.58385486
chrII,4319836,4321858,SPBC16C6.01c.1,1958,-,116,28.56033506,14.58648369
chrIII,927628,930409,SPCC24B10.16c.1,2781,-,165,40.62461453,14.60791605
chrII,3056036,3058618,SPBC13E7.10c.1,2258,-,134,32.99211119,14.61120956
chrI,872756,873497,SPNCRNA.694.1,741,-,44,10.83323054,14.61974432
chrI,1754923,1755748,SPNCRNA.759.1,825,+,49,12.06427947,14.62336905
chrI,1902619,1904134,SPNCRNA.557.1,1515,-,90,22.15888065,14.62632386
chrI,1728141,1730784,SPAC664.12c.1,2557,-,152,37.42388732,14.63585738
chrI,927800,929011,SPAC1687.14c.1,1211,-,72,17.72710452,14.63840175
chrII,436089,439017,SPBC582.10c.1,2876,-,171,42.10187324,14.63903798
chrI,2239251,2240546,SPAC18G6.12c.1,1295,-,77,18.95815345,14.63950073
chrI,5486847,5488830,SPAC922.07c.1,1983,-,118,29.05275463,14.65091005
chrI,1200645,1200729,SPSNORNA.09.1,84,+,5,1.231048925,14.65534435
chrIII,1146214,1147238,SPCC4B3.16.1,1024,-,61,15.01879689,14.66679383
chrIII,105534,107848,SPCC330.02.1,2266,+,135,33.23832098,14.66827934
chrII,2632698,2635971,SPBC6B1.04.1,3273,+,195,48.01090808,14.66877729
chrIII,599419,603753,SPCC1183.05c.1,3792,-,226,55.64341141,14.67389542
chrI,4117194,4119311,SPAC26H5.02c.1,1945,-,116,28.56033506,14.6839769
chrIII,2171572,2179601,SPCC1620.14c.1,8029,-,479,117.934487,14.68856483
chrI,3276491,3278586,SPAC6G9.15c.1,2095,-,125,30.77622313,14.6903213
chrII,142261,145393,SPBC1683.04.1,3132,+,187,46.0412298,14.70026494
chrI,2828665,2829184,SPAC3F10.07c.1,519,-,31,7.632503336,14.70617213
chrII,4433152,4434056,SPNCRNA.1692.1,904,+,54,13.29532839,14.70722167
chrI,1219251,1220071,SPNCRNA.554.1,820,+,49,12.06427947,14.71253593
chrI,294590,299154,SPAC18B11.11.1,4564,-,273,67.21527131,14.72727242
chrIII,1646644,1647396,SPCC663.07c.1,752,-,45,11.07944033,14.73329831
chrIII,1691218,1695091,SPCC417.09c.1,3526,-,211,51.95026464,14.73348402
chrII,247206,248977,SPBC31E1.05.1,1721,+,103,25.35960786,14.73539097
chrII,2363814,2365868,SPBC19G7.08c.1,2054,-,123,30.28380356,14.74381867
chrI,4593599,4596120,SPAC12B10.12c.1,2521,-,151,37.17767754,14.74719458
chrI,3382188,3383857,SPNCRNA.904.1,1669,-,100,24.6209785,14.75193439
chrII,1562325,1563675,SPBC27.02c.1,1217,-,73,17.97331431,14.76854093
chrI,4780223,4781922,SPAC11H11.04.1,1699,+,102,25.11339807,14.78128197
chrII,1673949,1675523,SPBC19C2.02.1,1530,+,92,22.65130022,14.80477139
chrIII,59096,61018,SPCC757.15.1,1795,-,108,26.59065678,14.81373637
chrI,2055971,2056968,SPNCRNA.790.1,997,-,60,14.7725871,14.81703822
chrI,1635715,1638440,SPAP27G11.14c.1,2725,-,164,40.37840474,14.81776321
chrI,5195710,5199712,SPAC19D5.09c.1,4002,-,241,59.33655819,14.82672618
chrII,986382,988594,SPBP35G2.11c.1,1909,-,115,28.31412528,14.83191476
chrI,983566,987084,SPAC821.04c.1,3518,-,212,52.19647442,14.83697397
chrI,767445,770246,SPAC4G8.04.1,2738,+,165,40.62461453,14.83733182
chrI,3505108,3505657,SPAC16E8.03.1,448,+,27,6.647664195,14.83853615
chrII,4332177,4333581,SPBC16C6.03c.1,1260,-,76,18.71194366,14.85074894
chrI,4664184,4664880,SPNCRNA.1012.1,696,-,42,10.34081097,14.85748703
chrI,1935014,1935958,SPAC3H1.03.1,944,+,57,14.03395775,14.86648066
chrI,5439646,5442552,SPAC29B12.14c.1,2906,-,176,43.33292216,14.9115355
chrI,435169,439980,SPAC13C5.07.1,4605,+,279,68.69253002,14.91694463
chrI,5369399,5371874,SPAC4D7.10c.1,1947,-,118,29.05275463,14.92180515
chrI,3791896,3793891,SPNCRNA.936.1,1995,+,121,29.79138399,14.93302455
chrI,2882792,2885542,SPACUNK4.14.1,2588,-,157,38.65493625,14.93621957
chrI,407713,409872,SPAC31A2.11c.1,2159,-,131,32.25348184,14.93908376
chrIII,1870437,1875842,SPCC1223.13.1,5405,+,328,80.75680949,14.94113034
chrIII,1296626,1300577,SPCC1322.06.1,3674,+,223,54.90478206,14.94414318
chrI,1378474,1379898,SPAC57A10.08c.1,1333,-,81,19.94299259,14.96098469
chrII,1986825,1988467,SPBC1A4.06c.1,1514,-,92,22.65130022,14.96122868
chrII,3250198,3251263,SPBC25H2.14.1,724,-,44,10.83323054,14.96302561
chrIII,2092016,2093726,SPCC576.06c.1,1612,-,98,24.12855893,14.96808867
chrII,2341401,2343325,SPBC24C6.10c.1,1661,-,101,24.86718829,14.9712151
chrII,3215871,3219354,SPBC21.03c.1,3137,-,191,47.02606894,14.99077747
chrIII,755227,756290,SPCC1020.12c.1,1000,+,61,15.01879689,15.01879689
chrII,1712840,1714938,SPBC2F12.12c.1,1868,+,114,28.06791549,15.02565069
chrI,4072136,4075036,SPAC19G12.14.1,2751,+,168,41.36324388,15.03571206
chrII,1274838,1277098,SPBC3D6.04c.1,2210,-,135,33.23832098,15.03996424
chrI,4192069,4195228,SPAC25B8.19c.1,3159,-,193,47.51848851,15.04225657
chrIII,741472,742779,SPCC14G10.01.1,1259,+,77,18.95815345,15.05810441
chrII,1112734,1113159,SPBC1709.20.1,327,+,20,4.9241957,15.05870245
chrIII,1518447,1520391,SPCC584.14.1,1944,+,119,29.29896442,15.07148375
chrII,1104133,1104949,SPNCRNA.1411.1,816,+,50,12.31048925,15.08638389
chrII,3031749,3032129,SPBC15D4.12c.1,342,-,21,5.170405485,15.11814469
chrII,294729,296112,SPNCRNA.1336.1,1383,+,85,20.92783173,15.13219937
chrI,3144728,3145622,SPNCRNA.891.1,894,-,55,13.54153818,15.14713443
chrI,5476697,5478012,SPAC922.03.1,1251,+,77,18.95815345,15.15439924
chrI,1999134,2000466,SPNCRNA.785.1,1332,+,82,20.18920237,15.15705884
chrIII,329569,330657,SPCC736.09c.1,1088,-,67,16.4960556,15.16181581
chrIII,1622524,1625429,SPNCRNA.1212.1,2905,-,179,44.07155152,15.17092995
chrI,1809479,1811361,SPAC1002.08c.1,1882,-,116,28.56033506,15.17552341
chrI,4946089,4948084,SPAC1B3.10c.1,1995,-,123,30.28380356,15.17985141
chrI,1324590,1329061,SPAC6F12.09.1,4391,+,271,66.72285174,15.19536592
chrII,487883,489600,SPBC902.03.1,1717,+,106,26.09823721,15.19990519
chrI,4636965,4638001,SPNCRNA.1007.1,1036,-,64,15.75742624,15.20987089
chrII,1525952,1527083,SPNCRNA.1439.1,1131,+,70,17.23468495,15.23844823
chrI,3699380,3700010,SPNCRNA.18.1,630,-,39,9.602181616,15.24155812
chrII,166813,170140,SPBC1683.12.1,3327,+,206,50.71921571,15.2447297
chrII,477188,478738,SPBC428.18.1,1550,+,96,23.63613936,15.24912217
chrIII,1468209,1473908,SPCC11E10.09c.1,5441,-,337,82.97269755,15.24953089
chrII,1037076,1038385,SPBC337.04.1,1242,+,77,18.95815345,15.26421372
chrII,3622579,3628658,SPBC317.01.1,6079,+,377,92.82108895,15.26913784
chrII,1451330,1454730,SPBC32H8.02c.1,3400,-,211,51.95026464,15.2794896
chrI,3935527,3935833,SPAC2F3.07c.1,306,-,19,4.677985915,15.28753567
chrII,2215954,2218031,SPBC14C8.07c.1,2077,-,129,31.76106227,15.29179695
chrII,4506516,4507540,SPBCPT2R1.01c.1,966,-,60,14.7725871,15.29253323
chrIII,657369,658818,SPCC16C4.19.1,1449,+,90,22.15888065,15.29253323
chrI,5334898,5336422,SPAP8A3.11c.1,1465,-,91,22.40509044,15.29357709
chrI,1729504,1729858,SPAC664.13.1,354,+,22,5.41661527,15.30117308
chrI,4820986,4822706,SPAC20G4.04c.1,1496,-,93,22.89751001,15.3058222
chrI,1913839,1915898,SPNCRNA.773.1,2059,-,128,31.51485248,15.30590213
chrII,1323522,1324374,SPBC27B12.02.1,852,+,53,13.04911861,15.31586691
chrIII,1238720,1244105,SPCC645.06c.1,5385,-,335,82.48027798,15.31667186
chrI,1357810,1358292,SPNCRNA.86.1,482,-,30,7.386293551,15.32426048
chrI,1902074,1903841,SPAC140.04.1,1767,+,110,27.08307635,15.3271513
chrIII,1587623,1587880,SPNCRNA.1207.1,257,-,16,3.93935656,15.32823564
chrI,1219666,1220847,SPAC10F6.08c.1,1076,-,67,16.4960556,15.33090669
chrII,2217260,2218094,SPNCRNA.1495.1,834,+,52,12.80290882,15.35120962
chrIII,1200167,1202025,SPCC550.08.1,1858,+,116,28.56033506,15.3715474
chrI,66218,69821,SPAC977.17.1,3603,+,225,55.39720163,15.37529881
chrIII,2358509,2363630,SPCC70.05c.1,5121,-,320,78.78713121,15.38510666
chrI,1372721,1376240,SPAC57A10.05c.1,3519,-,220,54.1661527,15.39248443
chrI,3101102,3102688,SPAC589.05c.1,1407,-,88,21.66646108,15.39904839
chrIII,1791385,1792600,SPNCRNA.1229.1,1215,+,76,18.71194366,15.40077668
chrII,687625,699886,SPBPJ4664.02.1,12261,+,767,188.8429051,15.40191706
chrI,1887458,1890591,SPAPB1A10.13.1,3133,+,196,48.25711786,15.40284643
chrIII,1431134,1433068,SPNCRNA.1196.1,1934,+,121,29.79138399,15.40402481
chrI,358612,359235,SPNCRNA.641.1,623,+,39,9.602181616,15.41281158
chrII,3276583,3279552,SPBC25H2.03.1,2582,-,162,39.88598517,15.44770921
chrIII,432263,435465,SPCC4G3.19.1,3202,-,201,49.48816679,15.4553925
chrIII,1460165,1463047,SPCC11E10.05c.1,2882,-,181,44.56397109,15.46286297
chrI,2927203,2931500,SPAC2E1P3.03c.1,4297,-,270,66.47664195,15.47047753
chrI,2512904,2514941,SPAC23H3.11c.1,2037,-,128,31.51485248,15.47120888
chrI,5286052,5287290,SPAC11E3.03.1,1098,+,69,16.98847517,15.4721996
chrII,323943,325565,SPBP26C9.02c.1,1622,-,102,25.11339807,15.48298278
chrII,3269922,3271782,SPBC25H2.08c.1,1860,+,117,28.80654485,15.4873897
chrI,120320,123785,SPAC11D3.08c.1,3465,-,218,53.67373313,15.49025487
chrI,116053,120309,SPAC11D3.07c.1,4256,-,268,65.98422238,15.50381165
chrI,4989724,4991010,SPAC1952.12c.1,1286,-,81,19.94299259,15.50777028
chrI,3892031,3892999,SPNCRNA.947.1,968,+,61,15.01879689,15.51528604
chrI,2999545,3001687,SPAC31G5.09c.1,2142,-,135,33.23832098,15.51742343
chrI,4840484,4843723,SPAC4F10.07c.1,2917,-,184,45.30260044,15.53054523
chrI,5438982,5439489,SPAC29B12.13.1,507,+,32,7.878713121,15.53986809
chrIII,2029260,2034205,SPCC1739.03.1,4814,+,304,74.84777465,15.54793823
chrI,1845647,1848341,SPAC1399.02.1,2692,-,170,41.85566345,15.54816622
chrI,2955692,2957733,SPAPB24D3.06c.1,2041,-,129,31.76106227,15.56151997
chrIII,1644753,1645876,SPCC663.06c.1,1123,-,71,17.48089474,15.56624643
chrII,4272340,4274665,SPBC16A3.13.1,2325,-,147,36.1928384,15.56681221
chrII,3788889,3798775,SPBC21C3.01c.1,9784,-,619,152.4038569,15.57684556
chrII,3914042,3914121,SPBTRNALEU.10.1,79,+,5,1.231048925,15.58289779
chrI,2732372,2733967,SPAC6F6.02c.1,1595,-,101,24.86718829,15.59071366
chrI,3914873,3915677,SPNCRNA.948.1,804,+,51,12.55669904,15.61778487
chrII,1158657,1160848,SPNCRNA.1417.1,2191,-,139,34.22316012,15.61988139
chrII,3799184,3801120,SPBC21C3.02c.1,1936,-,123,30.28380356,15.64246052
chrI,4822868,4824867,SPAC20G4.05c.1,1966,-,125,30.77622313,15.65423353
chrII,2596404,2600854,SPBC25B2.02c.1,4450,-,283,69.67736916,15.65783577
chrII,297725,299093,SPBC1773.08c.1,1368,-,87,21.4202513,15.65807843
chrI,4972425,4973471,SPAC1952.04c.1,550,-,35,8.617342476,15.66789541
chrIII,2007920,2010840,SPCC4F11.04c.1,2920,-,186,45.79502001,15.68322603
chrI,2102189,2104103,SPAC25A8.02.1,1914,+,122,30.03759377,15.69362266
chrI,4178277,4179532,SPNCRNA.968.1,1255,-,80,19.6967828,15.69464765
chrIII,1548348,1548897,SPNCRNA.131.1,549,+,35,8.617342476,15.69643438
chrI,1044843,1046788,SPAC23C4.10.1,1945,+,124,30.53001334,15.69666496
chrIII,313034,314226,SPCC736.02.1,1192,+,76,18.71194366,15.69793931
chrII,4123984,4125779,SPBC56F2.01.1,1709,-,109,26.83686657,15.70325721
chrI,548767,550726,SPAC2F7.09c.1,1959,-,125,30.77622313,15.71017005
chrIII,1020995,1022248,SPNCRNA.1167.1,1253,+,80,19.6967828,15.71969896
chrI,3325262,3326138,SPAC2E1P5.02c.1,876,-,56,13.78774796,15.73943831
chrII,4287141,4288924,SPBC16A3.06.1,1642,-,105,25.85202743,15.74423108
chrII,2719715,2720622,SPNCRNA.1545.1,907,+,58,14.28016753,15.7443964
chrI,5219547,5220112,SPAC19D5.11c.1,516,-,33,8.124922906,15.74597462
chrIII,1888102,1891959,SPCC737.03c.1,3857,-,247,60.8138169,15.76712909
chrII,1418684,1420225,SPBC17A3.10.1,1483,+,95,23.38992958,15.77203613
chrII,4488321,4490271,SPBPB2B2.13.1,1950,+,125,30.77622313,15.78267853
chrI,4373038,4374987,SPAC23D3.14c.1,1746,-,112,27.57549592,15.79352573
chrIII,758367,762656,SPCC1020.10.1,4271,-,274,67.46148109,15.79524259
chrI,3846892,3847670,SPNCRNA.236.1,778,+,50,12.31048925,15.82325097
chrII,3584890,3587346,SPBC418.02.1,2456,+,158,38.90114603,15.83922884
chrII,2668033,2670240,SPBC3E7.06c.1,2207,-,142,34.96178947,15.84131829
chrI,2116879,2120391,SPAC20H4.05c.1,3276,-,211,51.95026464,15.85783414
chrII,3222350,3226506,SPBC21.06c.1,3695,-,238,58.59792883,15.85870875
chrII,1320594,1323215,SPBC30B4.08.1,2421,+,156,38.40872646,15.86481886
chrI,4542090,4543533,SPAC637.03.1,1443,+,93,22.89751001,15.8679903
chrII,3022220,3023130,SPBC15D4.06.1,822,+,53,13.04911861,15.87484015
chrII,1957655,1960881,SPBC1E8.02.1,3146,+,203,49.98058636,15.88702681
chrII,3216183,3219312,SPBC21.02.1,3020,+,195,48.01090808,15.89765168
chrII,3565748,3567518,SPBC887.13c.1,1687,-,109,26.83686657,15.90804183
chrI,3976251,3982149,SPAPB18E9.02c.1,5535,-,358,88.14310304,15.92467986
chrI,3020647,3021791,SPAC31G5.18c.1,1144,-,74,18.21952409,15.92615742
chrII,4234032,4236335,SPNCRNA.1682.1,2303,+,149,36.68525797,15.92933477
chrII,2683993,2685662,SPNCRNA.1544.1,1669,+,108,26.59065678,15.93208914
chrI,967582,968302,SPAC222.17.1,649,-,42,10.34081097,15.93345296
chrI,4955643,4958764,SPAC1B3.15c.1,3121,-,202,49.73437657,15.93539781
chrI,550629,553595,SPAC2F7.10.1,2966,+,192,47.27227872,15.93805756
chrI,272538,274901,SPNCRNA.634.1,2363,-,153,37.67009711,15.94164076
chrI,4658793,4663843,SPAC144.05.1,4847,+,314,77.3098725,15.9500459
chrII,4391436,4392038,SPNCRNA.1689.1,602,+,39,9.602181616,15.9504678
chrII,2432035,2433590,SPBC21D10.07.1,1497,-,97,23.88234915,15.95347304
chrII,480947,483826,SPBC428.20c.1,2747,-,178,43.82534173,15.95389215
chrI,4821573,4824734,SPNCRNA.1027.1,3161,+,205,50.47300593,15.96741725
chrII,3004090,3008103,SPBC2D10.20.1,3711,+,241,59.33655819,15.98937165
chrII,166549,168643,SPBC1683.11c.1,2094,-,136,33.48453076,15.99070237
chrIII,2245581,2247243,SPCC790.03.1,1462,+,95,23.38992958,15.99858384
chrII,451026,453062,SPBC428.06c.1,1708,-,111,27.32928614,16.00075301
chrI,790244,792274,SPAC16C9.01c.1,1831,-,119,29.29896442,16.00161902
chrI,3791752,3796023,SPAC1556.01c.1,4103,-,267,65.7380126,16.02193824
chrII,963899,968891,SPBP35G2.02.1,4916,+,320,78.78713121,16.02667437
