#chrom,st,end,accession,mRNA_size,gene_strand,Frag_count,FPM,FPKM
chrIII,2152043,2152662,SPNCRNA.1266.1,619,-,183,31.77319426,51.32987764
chrII,2805983,2807593,SPNCRNA.1550.1,1610,+,476,82.64502987,51.33231669
chrI,425630,427415,SPAC13C5.02.1,1708,+,505,87.68012623,51.33496852
chrI,981472,983481,SPAC821.03c.1,2009,-,594,103.1326633,51.33532271
chrII,3033242,3035939,SPBC15D4.14.1,2641,+,781,135.6003536,51.34432171
chrIII,2139407,2139478,SPCTRNAASP.08.1,71,-,21,3.646104259,51.35358111
chrII,2438664,2439695,SPNCRNA.1513.1,1031,-,305,52.95532376,51.36306864
chrI,2893835,2894991,SPACUNK4.09.1,1156,-,342,59.37941222,51.36627355
chrIII,76548,78816,SPNCRNA.1101.1,2268,-,671,116.5017123,51.36759801
chrI,4789417,4791232,SPAC22F8.04.1,1815,+,537,93.23609463,51.36974911
chrII,365077,367258,SPBC1271.04c.1,1994,+,590,102.4381673,51.37320325
chrI,1096368,1096466,SPATRNASER.01.1,98,+,29,5.035096358,51.37853426
chrII,1074056,1075953,SPBC1734.08.1,1622,+,480,83.33952592,51.38071882
chrI,4591854,4593567,SPAC12B10.11.1,1713,+,507,88.02737426,51.38784253
chrI,3380523,3381918,SPAC8E11.04c.1,1044,+,309,53.64981981,51.3887163
chrI,2952225,2953762,SPAPB24D3.03.1,1537,+,455,78.99892561,51.39812987
chrII,211510,212091,SPBC660.09.1,581,+,172,29.86333012,51.39987973
chrII,2505269,2506691,SPBC365.05c.1,1422,-,421,73.0957092,51.40345232
chrI,5452104,5453867,SPAC1039.03.1,1763,+,522,90.63173444,51.40767694
chrI,1476730,1478449,SPNCRNA.742.1,1719,+,509,88.37462228,51.41048417
chrI,4295137,4297332,SPAC25G10.01.1,2195,+,650,112.855608,51.41485559
chrII,4215992,4217363,SPBC16G5.02c.1,1371,-,406,70.49134901,51.41600949
chrIII,1799928,1801147,SPNCRNA.1231.1,1219,-,361,62.67826845,51.4177756
chrII,4373540,4375131,SPBC1539.07c.1,1327,-,393,68.23423685,51.41992227
chrI,1354203,1357184,SPAC19E9.02.1,2667,+,790,137.1629697,51.42968495
chrII,3941983,3944032,SPBC26H8.02c.1,2049,-,607,105.3897755,51.4347367
chrI,2312283,2313164,SPAC13G7.09c.1,881,-,261,45.31586722,51.43685269
chrIII,1442781,1444600,SPCC61.02.1,1819,+,539,93.58334265,51.447687
chrI,3525226,3527875,SPAC16E8.13.1,2649,+,785,136.2948497,51.45143439
chrIII,2362247,2362743,SPNCRNA.519.1,496,+,147,25.52272981,51.45711656
chrI,905076,906465,SPAC1687.03c.1,1191,-,353,61.28927636,51.46034959
chrII,2707734,2711825,SPBC4F6.10.1,4089,+,1212,210.432303,51.46302347
chrII,3211190,3213737,SPBC776.18c.1,2284,-,677,117.5434564,51.46386005
chrII,3274927,3275541,SPBC25H2.05.1,614,-,182,31.59957025,51.46509812
chrIII,838086,839594,SPNCRNA.581.1,1508,-,447,77.60993352,51.46547315
chrIII,1283098,1286259,SPCC1322.01.1,3161,+,937,162.6856996,51.46652944
chrI,3696548,3700027,SPAC15A10.10.1,3252,+,964,167.3735479,51.46788066
chrII,1341601,1343112,SPBC27B12.09c.1,1511,-,448,77.78355753,51.47819823
chrI,1092386,1094379,SPAC30D11.14c.1,1993,+,591,102.6117913,51.48609699
chrIII,2358509,2363630,SPCC70.05c.1,5121,-,1519,263.7348747,51.500659
chrIII,1296626,1300577,SPCC1322.06.1,3674,+,1090,189.2501735,51.51066234
chrI,2362410,2362747,SPNCRNA.59.1,337,+,100,17.36240123,51.52047844
chrI,55058,56308,SPAC977.11.1,1250,+,371,64.41450858,51.53160686
chrIII,2065403,2067340,SPNCRNA.1257.1,1937,-,575,99.8338071,51.540427
chrII,1921479,1923662,SPBC16E9.19.1,1893,+,562,97.57669494,51.54606177
chrIII,597499,599387,SPCC1183.04c.1,1839,-,546,94.79871074,51.54905423
chrII,344846,346528,SPBC1271.11.1,1384,-,411,71.35946907,51.56031002
chrI,751646,753492,SPAC22G7.09c.1,1586,-,471,81.77690981,51.5617338
chrIII,1557810,1561207,SPCC162.10.1,3397,-,1009,175.1866285,51.57098276
chrIII,957728,958657,SPNCRNA.478.1,929,+,276,47.92022741,51.58259139
chrII,2197753,2198140,SPNCRNA.393.1,387,+,115,19.96676142,51.59369876
chrI,1437857,1438678,SPNCRNA.741.1,821,-,244,42.36425901,51.60080269
chrII,831523,832704,SPNCRNA.329.1,1181,+,351,60.94202833,51.60205617
chrI,2344300,2345602,SPNCRNA.816.1,1302,-,387,67.19249278,51.60713731
chrII,3939341,3941699,SPBC26H8.01.1,2358,+,701,121.7104327,51.61595956
chrII,1646304,1646387,SPBTRNAVAL.08.1,74,-,22,3.819728271,51.61794961
chrII,3096967,3097078,SPRRNA.54.1,111,-,33,5.729592407,51.61794961
chrI,5153822,5155228,SPAC26F1.12c.1,1315,+,391,67.88698882,51.62508656
chrI,1860724,1863132,SPAPB1A10.02.1,2408,+,716,124.3147928,51.62574453
chrII,1455027,1455333,SPBC32H8.15.1,306,+,91,15.79978512,51.63328472
chrII,4452171,4452793,SPNCRNA.446.1,622,+,185,32.12044228,51.64058245
chrII,254714,257138,SPBC800.03.1,2424,+,721,125.1829129,51.64311588
chrI,604311,607742,SPAC3H8.09c.1,3294,-,980,170.1515321,51.65498849
chrI,1774257,1776351,SPAC17A5.12.1,2094,+,623,108.1677597,51.6560457
chrII,3565748,3567518,SPBC887.13c.1,1687,-,502,87.15925419,51.66523663
chrII,3303291,3304037,SPBC20F10.10.1,746,+,222,38.54453074,51.66827177
chrII,2516124,2518792,SPBC365.12c.1,2668,-,794,137.8574658,51.67071432
chrI,4861449,4863757,SPNCRNA.1031.1,2308,+,687,119.2796965,51.68097768
chrI,0,5662,SPAC212.11.1,5662,-,1686,292.7300848,51.70082741
chrII,154520,156642,SPNCRNA.1318.1,2122,-,632,109.7303758,51.71082743
chrI,1527087,1527181,SPATRNALEU.01.1,94,-,28,4.861472346,51.71779091
chrI,2832708,2834985,SPAC3F10.09.1,1893,+,564,97.92394296,51.72949971
chrII,2584402,2585684,SPNCRNA.402.1,1282,+,382,66.32437271,51.73508012
chrII,1999256,2000861,SPBP23A10.03c.1,1490,-,444,77.08906148,51.73762515
chrII,75072,77625,SPBPB21E7.09.1,2553,+,761,132.1278734,51.75396529
chrIII,77079,79816,SPCC757.13.1,2737,+,816,141.6771941,51.7636807
chrII,970606,972785,SPBP35G2.05c.1,1995,-,595,103.3062873,51.78260017
chrI,3536525,3538612,SPAC1B1.01.1,1891,+,564,97.92394296,51.78421098
chrII,958668,960467,SPBC646.17c.1,1713,-,511,88.72187031,51.7932693
chrI,2402015,2404815,SPAC1B9.02c.1,2585,-,772,134.0377375,51.85212283
chrI,4197368,4199832,SPNCRNA.969.1,2464,+,736,127.7872731,51.86171797
chrII,721006,722432,SPBC119.05c.1,1426,-,426,73.96382926,51.86804296
chrII,4251906,4252224,SPBC16G5.19.1,318,+,95,16.49428117,51.86880872
chrI,1268171,1269878,SPNCRNA.731.1,1707,+,510,88.54824629,51.8736065
chrIII,2212709,2218608,SPCC1919.05.1,5899,+,1763,306.0991338,51.89000403
chrI,1851494,1854651,SPAC1399.01c.1,3157,+,944,163.9010676,51.91671449
chrI,2773785,2774994,SPAC1805.02c.1,1137,-,340,59.0321642,51.91922972
chrII,4210932,4213577,SPBC342.05.1,2645,+,791,137.3365938,51.92309783
chrIII,1888102,1891959,SPCC737.03c.1,3857,-,1154,200.3621102,51.94765627
chrI,3190455,3191217,SPNCRNA.14.1,762,+,228,39.58627481,51.95049188
chrI,1931488,1934952,SPAC3H1.02c.1,3464,-,1037,180.0481008,51.97693441
chrII,3893112,3895256,SPBC1604.20c.1,2144,+,642,111.4666159,51.99002608
chrII,1636392,1636776,SPNCRNA.371.1,384,+,115,19.96676142,51.99677453
chrII,1169326,1170675,SPBC409.17c.1,1349,-,404,70.14410099,51.9971097
chrIII,2290887,2292169,SPCC965.05c.1,1282,-,384,66.67162074,52.00594441
chrIII,1202225,1204318,SPCC550.09.1,2093,+,627,108.8622557,52.01254455
chrI,2594544,2595978,SPAC823.09c.1,1285,-,385,66.84524475,52.01964572
chrIII,2277889,2278303,SPCC1840.10.1,297,+,89,15.4525371,52.02874444
chrI,1807269,1807781,SPAC1002.06c.1,357,-,107,18.57776932,52.03856952
chrII,199408,200559,SPNCRNA.1325.1,1151,-,345,59.90028426,52.04194983
chrI,2414050,2415271,SPAC6B12.03c.1,1221,-,366,63.54638852,52.04454424
chrII,3788889,3798775,SPBC21C3.01c.1,9784,-,2933,509.2392282,52.04816314
chrI,2131684,2133066,SPAC20H4.11c.1,1264,-,379,65.80350068,52.05973155
chrIII,599419,603753,SPCC1183.05c.1,3792,-,1137,197.410502,52.05973155
chrIII,1953366,1955467,SPCC18.02.1,2101,+,630,109.3831278,52.06241208
chrIII,1431134,1433068,SPNCRNA.1196.1,1934,+,580,100.7019272,52.06924879
chrII,2774696,2776063,SPBC685.03.1,1367,+,410,71.18584506,52.0745026
chrI,3270190,3272367,SPAC6G9.12.1,2177,+,653,113.3764801,52.07922832
chrIII,204632,206912,SPNCRNA.1118.1,2280,-,684,118.7588244,52.0872037
chrIII,1354633,1354743,SPNCRNA.490.1,110,+,33,5.729592407,52.0872037
chrII,3743972,3749997,SPBC13G1.10c.1,6025,-,1808,313.9122143,52.10161233
chrIII,1400015,1400808,SPNCRNA.1192.1,793,-,238,41.32251494,52.10909828
chrI,1226089,1228894,SPAC10F6.11c.1,2805,-,842,146.1914184,52.11815272
chrII,4092088,4093752,SPBC56F2.10c.1,1509,+,453,78.65167759,52.1217214
chrI,4752683,4753912,SPAPYUG7.05.1,1229,+,369,64.06726055,52.12958548
chrII,2765268,2767767,SPBC336.14c.1,1898,-,570,98.96568703,52.14209011
chrII,4002815,4004866,SPBC3B9.09.1,2051,+,616,106.9523916,52.14646104
chrI,2071690,2073591,SPAC3C7.05c.1,1901,-,571,99.13931105,52.15113679
chrII,2888191,2892009,SPNCRNA.1560.1,3818,-,1147,199.1467422,52.1599639
chrII,2343565,2347300,SPBC24C6.11.1,3621,+,1088,188.9029254,52.16871732
chrI,271076,272457,SPNCRNA.633.1,1381,+,415,72.05396512,52.17521008
chrIII,2302441,2305222,SPCC965.10.1,2781,+,836,145.1496743,52.19333848
chrII,3914530,3915987,SPNCRNA.1647.1,1457,-,438,76.0473174,52.19445258
chrII,3163118,3165902,SPBC609.03.1,2601,+,782,135.7739777,52.20068345
chrI,1803623,1804491,SPAC1002.04c.1,868,-,261,45.31586722,52.2072203
chrI,40794,41489,SPNCRNA.136.1,695,+,209,36.28741858,52.21211306
chrI,3100013,3101322,SPAC589.04.1,1230,+,370,64.24088457,52.22836144
chrI,4427302,4428958,SPAC16.03c.1,1579,-,475,82.47140586,52.23014937
chrII,649864,652980,SPBC947.11c.1,3025,+,910,157.9978512,52.23069462
chrI,1928770,1931267,SPAC3H1.01c.1,2453,-,738,128.1345211,52.23584228
chrIII,741472,742779,SPCC14G10.01.1,1259,+,379,65.80350068,52.26648187
chrII,1053621,1054973,SPBC337.13c.1,1352,-,407,70.66497302,52.26699188
chrII,3776266,3777362,SPNCRNA.1638.1,1096,+,330,57.29592407,52.27730299
chrI,1038378,1041195,SPAC23C4.07.1,2817,+,849,147.4067865,52.32757773
chrII,926898,928892,SPNCRNA.1398.1,1994,-,601,104.3480314,52.33100873
chrII,61361,62126,SPBPB21E7.10.1,660,+,199,34.55117846,52.35027039
chrII,155750,159570,SPBC1683.08.1,3820,+,1152,200.0148622,52.35991157
chrI,4584464,4586536,SPAC12B10.07.1,1962,+,592,102.7854153,52.3880812
chrI,2428975,2430742,SPAC6B12.10c.1,1683,-,508,88.20099827,52.40701026
chrI,3576768,3578782,SPAC17A2.11.1,2014,+,608,105.5633995,52.41479618
chrIII,2129837,2131089,SPCC126.08c.1,1252,-,378,65.62987666,52.42002928
chrII,541152,543168,SPBC649.05.1,1974,+,596,103.4799114,52.42143432
chrI,2052649,2053768,SPNCRNA.186.1,1119,+,338,58.68491617,52.44407165
chrIII,1914755,1917707,SPCC737.09c.1,2830,-,855,148.4485306,52.45531115
chrIII,232287,235289,SPCC548.07c.1,3002,-,907,157.4769792,52.45735483
chrI,4187324,4189859,SPAC25B8.16.1,2535,+,766,132.9959935,52.46390274
chrI,2030501,2030865,SPNCRNA.184.1,364,+,110,19.09864136,52.46879494
chrII,3930494,3933343,SPBC1604.01.1,2849,-,861,149.4902746,52.47113886
chrI,501406,504208,SPNCRNA.655.1,2802,+,847,147.0595385,52.48377532
chrII,2000972,2003598,SPBP23A10.04.1,2537,+,767,133.1696175,52.49098047
chrIII,2280652,2284409,SPNCRNA.1279.1,3757,-,1136,197.236878,52.4985036
chrIII,1204314,1206695,SPCC550.10.1,2381,+,720,125.0092889,52.50285127
chrII,2908827,2909885,SPBP4H10.18c.1,1058,-,320,55.55968395,52.51387897
chrIII,894165,895679,SPCC16A11.14.1,1514,+,458,79.51979765,52.52298392
chrI,501750,502444,SPAC227.02c.1,694,-,210,36.46104259,52.53752535
chrI,929155,929654,SPAC1687.23c.1,499,-,151,26.21722586,52.53953079
chrI,5317423,5317575,SPNCRNA.263.1,152,+,46,7.986704568,52.544109
chrII,1345111,1347969,SPBC27B12.11c.1,2858,-,865,150.1847707,52.54890506
chrI,3822104,3822365,SPAC4H3.17.1,261,-,79,13.71629697,52.55286197
chrII,1112734,1113159,SPBC1709.20.1,327,+,99,17.18877722,52.56506796
chrI,2380415,2381234,SPNCRNA.821.1,819,-,248,43.05875506,52.5747925
chrI,1690186,1691715,SPAC824.04.1,1529,+,463,80.38791771,52.57548575
chrI,5439646,5442552,SPAC29B12.14c.1,2906,-,880,152.7891309,52.57712693
chrI,1527564,1529862,SPAC57A7.08.1,2298,-,696,120.8423126,52.58586275
chrIII,361355,362629,SPCC594.03.1,1274,+,386,67.01886876,52.60507752
chrIII,1467694,1471912,SPCC11E10.08.1,4218,+,1278,221.8914878,52.60585296
chrII,1930399,1931531,SPBC16E9.09c.1,967,-,293,50.87183562,52.60789619
chrIII,1291524,1291986,SPNCRNA.122.1,462,+,140,24.30736173,52.61333707
chrIII,915039,916824,SPCC24B10.08c.1,1785,-,541,93.93059068,52.62217965
chrIII,1357739,1358712,SPCC338.10c.1,973,+,295,51.21908364,52.64037373
chrII,1951397,1952828,SPBC16E9.20.1,1431,+,434,75.35282136,52.65745727
chrIII,1795740,1796894,SPNCRNA.1230.1,1154,+,350,60.76840432,52.65892922
chrI,2495901,2496323,SPNCRNA.558.1,422,+,128,22.22387358,52.66320753
chrII,890906,892096,SPNCRNA.332.1,1190,+,361,62.67826845,52.67081383
chrIII,733335,737017,SPCC18B5.08c.1,3682,-,1117,193.9380218,52.67192335
chrI,2673636,2674938,SPAC4F8.02c.1,1302,+,395,68.58148487,52.67395152
chrI,2872136,2874308,SPNCRNA.857.1,2172,+,659,114.4182241,52.67874039
chrI,3104100,3105908,SPAC589.07c.1,1364,-,414,71.88034111,52.69819729
chrIII,793178,796301,SPCC1020.01c.1,3123,+,948,164.5955637,52.70431114
chrIII,2001144,2004364,SPCC290.04.1,3123,+,948,164.5955637,52.70431114
chrI,1377247,1378479,SPAC57A10.07.1,1232,+,374,64.93538062,52.70728946
chrI,2984438,2986118,SPAPB1A11.03.1,1680,+,510,88.54824629,52.70728946
chrII,1766004,1769138,SPBC11G11.07.1,3083,+,936,162.5120756,52.71231773
chrII,472083,473687,SPBC428.15.1,1604,+,487,84.55489401,52.7150212
chrII,2343652,2347813,SPBC19G7.01c.1,4024,-,1222,212.1685431,52.72578108
chrI,4584472,4585226,SPAC12B10.06c.1,698,-,212,36.80829062,52.73394071
chrIII,1397187,1398780,SPCC1281.07c.1,1521,-,462,80.2142937,52.73786568
chrII,767555,769555,SPBC577.09.1,1715,+,521,90.45811043,52.74525389
chrII,514146,515953,SPBC1685.08.1,1593,+,484,84.03402197,52.75205397
chrI,2540744,2543232,SPAC4A8.03c.1,2488,-,756,131.2597533,52.75713558
chrIII,236659,239381,SPCC1529.01.1,2501,+,760,131.9542494,52.76059551
chrI,753623,755676,SPAC22G7.10.1,1961,+,596,103.4799114,52.76895021
chrI,1159625,1160000,SPAC22A12.02c.1,375,-,114,19.79313741,52.78169975
chrI,3658389,3659824,SPAC8C9.11.1,1250,+,380,65.97712469,52.78169975
chrII,2340669,2341088,SPBC24C6.13.1,273,+,83,14.41079302,52.78678763
chrII,483877,486999,SPBC902.02c.1,2993,-,910,157.9978512,52.78912503
chrI,4119430,4121874,SPAC26H5.03.1,2243,+,682,118.4115764,52.79160785
chrI,334614,336131,SPAC12G12.07c.1,1470,+,447,77.60993352,52.79587314
chrI,1564100,1568523,SPAC167.08.1,4423,-,1345,233.5242966,52.79771571
chrII,297725,299093,SPBC1773.08c.1,1368,-,416,72.22758913,52.79794527
chrI,2738025,2740228,SPNCRNA.848.1,2203,+,670,116.3280883,52.80439776
chrI,4434860,4435509,SPAC9E9.01.1,608,+,185,32.12044228,52.82967481
chrI,2029142,2030361,SPAC17H9.14c.1,1219,-,371,64.41450858,52.84209071
chrIII,363759,365507,SPCC594.05c.1,1748,-,532,92.36797456,52.84209071
chrI,584477,587656,SPNCRNA.662.1,3179,-,968,168.0680439,52.86821137
chrI,99045,101140,SPNCRNA.607.1,2095,-,638,110.7721199,52.87452023
chrIII,1556000,1557913,SPCC162.11c.1,1852,+,564,97.92394296,52.87469922
chrII,2048169,2050092,SPBC29A3.06.1,1704,+,519,90.1108624,52.8819615
chrI,1185836,1189506,SPAC22A12.17c.1,3670,-,1118,194.1116458,52.89145662
chrII,19394,20606,SPBC1348.07.1,1162,+,354,61.46290037,52.89406228
chrII,3886904,3888596,SPBC211.08c.1,1654,-,504,87.50650222,52.90598683
chrI,776183,777243,SPNCRNA.681.1,1060,+,323,56.08055599,52.90618489
chrI,4658793,4663843,SPAC144.05.1,4847,+,1477,256.4426662,52.90750283
chrI,3697472,3700084,SPNCRNA.928.1,2612,-,796,138.2047138,52.91145246
chrII,3248811,3250002,SPBC25H2.15.1,1191,-,363,63.02551648,52.91814986
chrII,4140189,4144368,SPBC1861.05.1,4179,+,1274,221.1969917,52.93060343
chrI,1180183,1181157,SPAC22A12.13.1,974,+,297,51.56633166,52.94284565
chrI,2812661,2813530,SPAC1B2.06.1,869,+,265,46.01036327,52.94633288
chrII,4247629,4249733,SPBC16G5.17.1,2104,+,642,111.4666159,52.97842962
chrIII,170850,173547,SPNCRNA.1116.1,2697,-,823,142.8925622,52.9820401
chrI,621053,622267,SPAC1F3.04c.1,1078,-,329,57.12230006,52.98914662
chrII,2672989,2676799,SPBC3E7.08c.1,3810,-,1163,201.9247264,52.99861584
chrIII,867226,869260,SPCC16A11.01.1,2034,+,621,107.8205117,53.00910111
chrI,5087985,5089638,SPAC1006.08.1,1591,+,486,84.38127,53.03662476
chrII,151489,155630,SPBC1683.07.1,4141,+,1265,219.6343756,53.0389702
chrIII,1545573,1549995,SPNCRNA.1203.1,4422,+,1351,234.5660407,53.0452376
chrI,5292647,5294751,SPAC11E3.06.1,1751,+,535,92.8888466,53.04902719
chrII,2319291,2319363,SPBTRNAPRO.06.1,72,+,22,3.819728271,53.05178155
chrIII,1788948,1789020,SPCTRNAPRO.09.1,72,+,22,3.819728271,53.05178155
chrIII,1421591,1424955,SPNCRNA.1195.1,3364,+,1028,178.4854847,53.05751626
chrII,3588805,3590386,SPBC16D10.02.1,1410,+,431,74.83194932,53.07230448
chrII,2373929,2376516,SPBC19G7.13.1,2587,+,791,137.3365938,53.08720285
chrIII,461950,462470,SPCC4G3.06c.1,520,+,159,27.60621796,53.0888807
chrI,2927203,2931500,SPAC2E1P3.03c.1,4297,-,1314,228.1419522,53.0933098
chrI,550629,553595,SPAC2F7.10.1,2966,+,907,157.4769792,53.09405907
chrII,1478006,1486116,SPBC32H8.13c.1,8110,-,2481,430.7611746,53.11481808
chrII,988915,990326,SPBP35G2.12.1,1180,+,361,62.67826845,53.11717666
chrIII,739360,741424,SPCC18B5.11c.1,1618,-,495,85.94388611,53.11735853
chrII,2976694,2978838,SPBC2D10.06.1,2144,+,656,113.8973521,53.12376497
chrI,4037949,4041848,SPAPJ698.03c.1,3899,-,1193,207.1334467,53.12476192
chrI,1786378,1790355,SPAC17A5.16.1,3500,+,1071,185.9513172,53.12894778
chrII,3138369,3140163,SPBC4C3.03.1,1794,-,549,95.31958277,53.13243187
chrI,3753159,3753489,SPNCRNA.84.1,330,-,101,17.53602525,53.13947044
chrII,4300745,4302738,SPBC543.02c.1,1993,-,610,105.9106475,53.14131838
chrI,3601673,3603904,SPAC17G6.08.1,2231,+,683,118.5852004,53.15338432
chrII,1255391,1257425,SPBC651.09c.1,1937,-,593,102.9590393,53.15386645
chrI,3671925,3673470,SPAC8C9.16c.1,1545,-,473,82.12415784,53.15479472
chrIII,806075,809247,SPCC1393.07c.1,3116,-,954,165.6373078,53.15703074
chrI,786777,790219,SPAC4G8.13c.1,3442,-,1054,182.999709,53.16667897
chrII,3665669,3667932,SPBP8B7.17c.1,2263,-,693,120.3214406,53.16899715
chrIII,650896,652710,SPCC5E4.10c.1,1577,-,483,83.86039796,53.17717055
chrI,2950007,2952250,SPAPB24D3.02c.1,2243,-,687,119.2796965,53.1786431
chrI,1058645,1063306,SPAC23C4.18c.1,4538,-,1390,241.3373772,53.18144054
chrI,3508688,3509194,SPNCRNA.562.1,506,+,155,26.91172191,53.18522117
chrI,3134961,3138666,SPAC688.11.1,3705,+,1135,197.063254,53.18846262
chrII,633723,635913,SPBC115.03.1,2001,-,613,106.4315196,53.1891652
chrI,81467,82345,SPNCRNA.603.1,878,-,269,46.70485932,53.19460059
chrI,2033767,2035673,SPAC17H9.19c.1,1906,-,584,101.3964232,53.19854313
chrIII,342150,346242,SPCC736.14.1,3825,+,1172,203.4873425,53.19930522
chrI,1774295,1776403,SPNCRNA.761.1,2108,-,646,112.161112,53.20735862
chrI,2457494,2459817,SPAC19A8.15.1,2323,-,712,123.6202968,53.21579715
chrIII,334102,337070,SPCC736.11.1,2597,+,796,138.2047138,53.21706347
chrI,2045119,2047166,SPAC607.06c.1,1951,-,598,103.8271594,53.21740614
chrII,3070315,3072018,SPBC30D10.13c.1,1703,+,522,90.63173444,53.21886931
chrI,3088783,3089517,SPAC16A10.05c.1,734,-,225,39.06540278,53.22261959
chrII,1920390,1921835,SPBC16E9.03c.1,1445,-,443,76.91543747,53.22867645
chrII,4054163,4055996,SPNCRNA.1661.1,1833,-,562,97.57669494,53.23333057
chrII,4123984,4125779,SPBC56F2.01.1,1709,-,524,90.97898247,53.23521502
chrIII,849832,852705,SPCC63.08c.1,2811,-,862,149.6638986,53.24222648
chrII,1951121,1951972,SPNCRNA.1480.1,851,-,261,45.31586722,53.25013774
chrII,2925470,2927790,SPBC1703.06.1,2266,+,695,120.6686886,53.25184844
chrI,489870,492181,SPAC24H6.01c.1,2067,+,634,110.0776238,53.25477689
chrII,1527615,1528831,SPBC83.10.1,1216,+,373,64.7617566,53.25802352
chrII,1587683,1588850,SPNCRNA.1450.1,1167,+,358,62.15739642,53.26255049
chrI,893277,894532,SPAC22H12.01c.1,1255,-,385,66.84524475,53.26314323
chrII,1229152,1230915,SPBC725.14.1,1763,+,541,93.93059068,53.27883759
chrI,5478401,5479098,SPNCRNA.277.1,697,+,214,37.15553864,53.30780293
chrII,3694963,3697783,SPBP8B7.30c.1,2820,-,866,150.3583947,53.31857968
chrII,2205436,2207373,SPBC14C8.02.1,1937,+,595,103.3062873,53.3331375
chrII,312808,314761,SPBC1773.14.1,1953,+,600,104.1744074,53.3407104
chrIII,565547,568691,SPNCRNA.1143.1,3144,+,966,167.7207959,53.34630913
chrII,3072908,3075410,SPBC30D10.11.1,2502,-,769,133.5168655,53.36405495
chrI,3169677,3171512,SPAC3G9.07c.1,1835,+,564,97.92394296,53.36454657
chrII,3546127,3548655,SPBC887.04c.1,2417,-,743,129.0026412,53.37304144
chrII,745970,750738,SPBC119.16c.1,4768,-,1466,254.5328021,53.38355749
chrIII,43479,46985,SPCC1884.02.1,3506,+,1078,187.1666853,53.38467921
chrII,3831184,3834493,SPBC21C3.20c.1,3309,-,1018,176.7492446,53.41470068
chrII,4052562,4055979,SPBC215.12.1,3276,+,1008,175.0130044,53.42277303
chrI,4716548,4717760,SPAC1834.09.1,1212,+,373,64.7617566,53.43379258
chrIII,2319055,2320085,SPNCRNA.1287.1,1030,-,317,55.03881191,53.43573972
chrII,3460381,3461190,SPNCRNA.1600.1,809,-,249,43.23237907,53.43928192
chrIII,1306145,1307897,SPCC1322.09.1,1540,+,474,82.29778185,53.44011808
chrI,4066257,4066971,SPAC19G12.17.1,315,-,97,16.8415292,53.46517205
chrIII,1796040,1797445,SPCC1442.17c.1,1182,-,364,63.19914049,53.46796996
chrIII,1844959,1846194,SPCC1223.04c.1,1146,-,353,61.28927636,53.48104394
chrI,188449,190474,SPNCRNA.619.1,2025,-,624,108.3413837,53.50191788
chrII,1089162,1094818,SPBC1734.16c.1,5565,-,1715,297.7651812,53.5067711
chrI,2370922,2371545,SPNCRNA.819.1,623,-,192,33.33581037,53.50852387
chrIII,1827451,1831715,SPCC285.16c.1,4149,-,1279,222.0651118,53.52256249
chrII,2528769,2529528,SPNCRNA.400.1,759,+,234,40.62801889,53.52835163
chrIII,2190354,2191129,SPNCRNA.1270.1,775,+,239,41.49613895,53.5434051
chrII,2781106,2781888,SPBC685.08.1,736,+,227,39.4126508,53.54979728
chrI,203596,204322,SPNCRNA.621.1,726,-,224,38.89177876,53.5699432
chrIII,1642901,1644612,SPCC663.05c.1,1711,-,528,91.67347852,53.57888867
chrIII,49075,49156,SPNCRNA.450.1,81,+,25,4.340600309,53.58765813
chrI,5240349,5242915,SPAC14C4.07.1,2566,+,792,137.5102178,53.58932883
chrII,4453286,4454737,SPNCRNA.1695.1,1451,-,448,77.78355753,53.60686253
chrI,4836135,4837590,SPAC4F10.04.1,1412,+,436,75.70006938,53.61194715
chrIII,1355613,1357669,SPNCRNA.1188.1,2056,-,635,110.2512478,53.62414778
chrIII,1991798,1992604,SPNCRNA.1251.1,806,+,249,43.23237907,53.63818744
chrII,4305177,4307927,SPBC543.04.1,2583,+,798,138.5519618,53.63993877
chrI,697959,702533,SPAC22F3.04.1,4360,-,1347,233.8715446,53.64026253
chrII,3412998,3415299,SPBC4B4.02c.1,2301,-,711,123.4466728,53.64914071
chrII,3222350,3226506,SPBC21.06c.1,3695,-,1142,198.2786221,53.6613321
chrII,637574,639965,SPNCRNA.1377.1,2391,-,739,128.3081451,53.66296325
chrI,1753773,1755715,SPAC17A5.02c.1,1773,-,548,95.14595876,53.66382333
chrIII,1316242,1318070,SPCC1322.13.1,1828,+,565,98.09756697,53.6638769
chrI,1840620,1841283,SPAC1399.04c.1,663,+,205,35.59292253,53.68464937
chrIII,740306,741273,SPNCRNA.1155.1,967,+,299,51.91357969,53.68519099
chrII,3023342,3025621,SPBC15D4.07c.1,2279,-,705,122.4049287,53.70992922
chrI,3846747,3847768,SPNCRNA.941.1,1021,+,316,54.8651879,53.73671685
chrI,1279572,1280325,SPAPB17E12.08.1,630,+,195,33.85668241,53.74076572
chrI,2538102,2540785,SPAC4A8.02c.1,2633,-,815,141.5035701,53.74233576
chrIII,862398,866807,SPCC63.14.1,4409,+,1365,236.9967768,53.7529546
chrI,2196439,2199126,SPNCRNA.803.1,2687,-,832,144.4551783,53.76076601
chrII,1870280,1871749,SPBC3H7.07c.1,1398,+,433,75.17919734,53.77624989
chrI,1823881,1824630,SPAC1002.20.1,749,+,232,40.28077086,53.77940035
